,0,1
26485,defense 80s,9691
26486,defense,9690
26487,defends choke,9689
26488,defends artofjiujitsu com,9688
26489,defends artofjiujitsu,9687
26490,defends,9686
26491,defending street fight,9685
26492,defending street,9684
26493,defending standing guard,9683
26494,defending standing,9682
26495,defending kimura side,9681
26496,defending kimura bottom,9680
26497,defending kimura,9679
26498,defending guard pass,9678
26499,defending guard,9677
26500,defending brown belt,9676
26501,defending brown,9675
26502,defending basic sweeps,9674
26503,defending basic,9673
26504,defending,9672
26505,defender costas andre,9671
26506,defender costas,9670
26507,defender,9669
26508,defende hook oponente,9668
26509,defende hook,9667
26510,defende,9666
26511,defend toehold de,9665
26512,defend toehold,9664
26513,defend toe holds,9663
26514,defend toe,9662
26515,defend sucker punch,9661
26516,defend sucker,9660
26517,defend single leg,9659
26518,defend single,9658
26519,defend rear naked,9657
26520,defend rear,9656
26521,defend pass guard,9655
26522,defend pass,9654
26523,defend overhook bjj,9653
26524,defend overhook,9652
26525,defend old school,9651
26526,defend old,9650
26527,defend leg drag,9649
26528,defend leg,9648
26529,defend kneebars,9647
26530,defend knee cut,9646
26531,defend knee,9645
26532,defend kimura armlock,9644
26533,defend kimura,9643
26534,defend headlock street,9642
26535,defend headlock,9641
26536,defend headbutts guard,9640
26537,defend headbutts,9639
26538,defend haymaker punch,9638
26539,defend haymaker,9637
26540,defend guard pass,9636
26541,defend guard,9635
26542,defend escape kneebar,9634
26543,defend escape 411,9633
26544,defend escape,9632
26545,defend double leg,9631
26546,defend double,9630
26547,defend crossface escape,9629
26548,defend crossface,9628
26549,defend cross choke,9627
26550,defend cross,9626
26551,defend counter forearm,9625
26552,defend counter,9624
26553,defend butterfly guard,9623
26554,defend butterfly,9622
26555,defend big guy,9621
26556,defend big,9620
26557,defend backstep guard,9619
26558,defend backstep,9618
26559,defend back going,9617
26560,defend back,9616
26561,defend armbars leverage,9615
26562,defend armbars,9614
26563,defend armbar guard,9613
26564,defend armbar,9612
26565,defend,9611
26566,defence straight von,9610
26567,defence straight,9609
26568,defence need know,9608
26569,defence need,9607
26570,defence mma,9606
26571,defence escape kata,9605
26572,defence escape,9604
26573,defence chokes shirts,9603
26574,defence chokes,9602
26575,defence basics,9601
26576,defence 101,9600
26577,defence,9599
26578,defeating spider guard,9598
26579,defeating spider,9597
26580,defeating cross collar,9596
26581,defeating cross,9595
26582,defeating,9594
26583,defeat smaller opponent,9593
26584,defeat smaller,9592
26585,defeat judo style,9591
26586,defeat judo,9590
26587,defeat half guard,9589
26588,defeat half,9588
26589,defeat bully,9587
26590,defeat bigger stronger,9586
26591,defeat bigger,9585
26592,defeat,9584
26593,deeper guillotine chokes,9583
26594,deeper guillotine,9582
26595,deeper,9581
26596,deep half triangle,9580
26597,deep half sweep,9579
26598,deep half pass,9578
26599,deep half lapel,9577
26600,deep half guard,9576
26601,deep half entry,9575
26602,deep half ashi,9574
26603,deep half arm,9573
26604,deep half,9572
26605,deep crossface grabs,9571
26606,deep crossface,9570
26607,deep,9569
26608,dee smith,9568
26609,dee,9567
26610,dedeco bjj weekly,9566
26611,dedeco bjj,9565
26612,dedeco almeida situp,9564
26613,dedeco almeida bjj,9563
26614,dedeco almeida,9562
26615,dedeco,9561
26616,decide use curriculum,9560
26617,decide use,9559
26618,decide,9558
26619,deceptive setup,9557
26620,deceptive,9556
26621,december 31,9555
26622,december 2016,9554
26623,december,9553
26624,dec 7th trinidad,9552
26625,dec 7th,9551
26626,dec,9550
26627,debut,9549
26628,deborah gracie,9548
26629,deborah,9547
26630,deblass teaching technique,9546
26631,deblass teaching,9545
26632,deblass philosophies life,9544
26633,deblass philosophies,9543
26634,deblass,9542
26635,deathmarch2016,9541
26636,death grip sleeve,9540
26637,death grip,9539
26638,death cauliflower ear,9538
26639,death cauliflower,9537
26640,death,9536
26641,deandre corbe,9535
26642,deandre,9534
26643,dean pathway escape,9533
26644,dean pathway,9532
26645,dean lister straight,9531
26646,dean lister prefers,9530
26647,dean lister ideal,9529
26648,dean lister,9528
26649,dean bjj judo,9527
26650,dean bjj,9526
26651,dean,9525
26652,deals instructional videos,9524
26653,deals instructional,9523
26654,deals,9522
26655,dealing lock,9521
26656,dealing inversion,9520
26657,dealing injury jiu,9519
26658,dealing injury,9518
26659,dealing guns,9517
26660,dealing fear bjj,9516
26661,dealing fear,9515
26662,dealing chronic bjj,9514
26663,dealing chronic,9513
26664,dealing bad ego,9512
26665,dealing bad,9511
26666,dealing,9510
26667,deal soreness bjj,9509
26668,deal soreness,9508
26669,deal slowing progress,9507
26670,deal slowing,9506
26671,deal lows jiu,9505
26672,deal lows,9504
26673,deal losing,9503
26674,deal life problems,9502
26675,deal life,9501
26676,deal jiujitsu,9500
26677,deal bully,9499
26678,deal bjj tournament,9498
26679,deal bjj,9497
26680,deal bad days,9496
26681,deal bad,9495
26682,deal,9494
26683,deadly rear naked,9493
26684,deadly rear,9492
26685,deadly jiu jitsu,9491
26686,deadly jiu,9490
26687,deadly grappling choke,9489
26688,deadly grappling,9488
26689,deadly,9487
26690,deadlift variation bjj,9486
26691,deadlift variation,9485
26692,deadlift avoid back,9484
26693,deadlift avoid,9483
26694,deadlift,9482
26695,dead bug core,9481
26696,dead bug,9480
26697,dead,9479
26698,de vaca,9478
26699,de pé na,9477
26700,de pé,9476
26701,de pao bueno,9475
26702,de pao,9474
26703,de omoplata pablo,9473
26704,de omoplata,9472
26705,de mão triangle,9471
26706,de mão,9470
26707,de lariva sweeps,9469
26708,de lariva pass,9468
26709,de lariva,9467
26710,de la riva,9466
26711,de la,9465
26712,de joelho,9464
26713,de jesus claudia,9463
26714,de jesus,9462
26715,de janeiro brasil,9461
26716,de janeiro,9460
26717,de guarda lasso,9459
26718,de guarda,9458
26719,de defender costas,9457
26720,de defender,9456
26721,de dallas texas,9455
26722,de dallas,9454
26723,de costas kaynan,9453
26724,de costas,9452
26725,de,9451
26726,days week waste,9450
26727,days week bjj,9449
26728,days week,9448
26729,days tournament,9447
26730,days sometimes bad,9446
26731,days sometimes,9445
26732,days per week,9444
26733,days per,9443
26734,days mat yuri,9442
26735,days mat,9441
26736,days kill frame,9440
26737,days kill,9439
26738,days europe artofjiujitsu,9438
26739,days europe,9437
26740,days course sample,9436
26741,days course,9435
26742,days bjj set,9434
26743,days bjj,9433
26744,days,9432
26745,day tournament minutes,9431
26746,day tournament,9430
26747,day received bjj,9429
26748,day received,9428
26749,day mindset,9427
26750,day john danaher,9426
26751,day john,9425
26752,day jiu jitsu,9424
26753,day jiu,9423
26754,day hike kneeknacker,9422
26755,day hike,9421
26756,day helped bjj,9420
26757,day helped,9419
26758,day broke arm,9418
26759,day broke,9417
26760,day brazilian jiu,9416
26761,day brazilian,9415
26762,day bjj training,9414
26763,day bjj almost,9413
26764,day bjj,9412
26765,day audio,9411
26766,day aoj artofjiujitsu,9410
26767,day aoj,9409
26768,day,9408
26769,david meyer bjj,9407
26770,david meyer,9406
26771,david hoffman,9405
26772,david,9404
26773,davi needs brain,9403
26774,davi needs,9402
26775,davi,9401
26776,davey usa seminars,9400
26777,davey usa,9399
26778,davey nogi matches,9398
26779,davey nogi,9397
26780,davey houston international,9396
26781,davey houston,9395
26782,davey ask professor,9394
26783,davey ask,9393
26784,davey,9392
26785,dave camarillo,9391
26786,dave burrow lfc,9390
26787,dave burrow,9389
26788,dave,9388
26789,das costas artofjiujitsu,9387
26790,das costas,9386
26791,das,9385
26792,daryl wilson bqjj,9384
26793,daryl wilson,9383
26794,daryl,9382
26795,daru strength conditioning,9381
26796,daru strength,9380
26797,daru,9379
26798,darth fader escape,9378
26799,darth fader,9377
26800,darth,9376
26801,darcy,9375
26802,darcechoke bjjdrills,9374
26803,darcechoke,9373
26804,darce vs 100,9372
26805,darce vs,9371
26806,darce version new,9370
26807,darce version,9369
26808,darce triangle breakdancing,9368
26809,darce triangle,9367
26810,darce taken knee,9366
26811,darce taken,9365
26812,darce sneaky choke,9364
26813,darce sneaky,9363
26814,darce setup,9362
26815,darce passes,9361
26816,darce options,9360
26817,darce lapel choke,9359
26818,darce lapel,9358
26819,darce jeff glover,9357
26820,darce jeff,9356
26821,darce guillotine twist,9355
26822,darce guillotine,9354
26823,darce ezekiel,9353
26824,darce details escape,9352
26825,darce details,9351
26826,darce defense,9350
26827,darce crucifix half,9349
26828,darce crucifix,9348
26829,darce choke upside,9347
26830,darce choke set,9346
26831,darce choke knee,9345
26832,darce choke half,9344
26833,darce choke gi,9343
26834,darce choke edwin,9342
26835,darce choke defense,9341
26836,darce choke bjj,9340
26837,darce choke bigger,9339
26838,darce choke bar,9338
26839,darce choke arm,9337
26840,darce choke,9336
26841,darce arm triangle,9335
26842,darce arm,9334
26843,darce anaconda drill,9333
26844,darce anaconda,9332
26845,darce,9331
26846,dante leon,9330
26847,dante,9329
26848,dantas bjj sports,9328
26849,dantas bjj,9327
26850,dantas,9326
26851,danny stolfi transition,9325
26852,danny stolfi attacking,9324
26853,danny stolfi,9323
26854,danny,9322
26855,danis,9321
26856,daniels,9320
26857,daniele bolelli,9319
26858,daniele,9318
26859,daniel mccormick judo,9317
26860,daniel mccormick,9316
26861,daniel beleza,9315
26862,daniel,9314
26863,dangerous takedown judo,9313
26864,dangerous takedown,9312
26865,dangerous scissor takedown,9311
26866,dangerous scissor,9310
26867,dangerous position bjj,9309
26868,dangerous position,9308
26869,dangerous myth leg,9307
26870,dangerous myth,9306
26871,dangerous footlock still,9305
26872,dangerous footlock,9304
26873,dangerous cause injuries,9303
26874,dangerous cause,9302
26875,dangerous americana,9301
26876,dangerous activities jamie,9300
26877,dangerous activities,9299
26878,dangerous,9298
26879,danger setting training,9297
26880,danger setting,9296
26881,danger scouting opponents,9295
26882,danger scouting,9294
26883,danger,9293
26884,dando um rolamento,9292
26885,dando um,9291
26886,dando,9290
26887,dance mov,9289
26888,dance,9288
26889,danaher put sleep,9287
26890,danaher put,9286
26891,danaher,9285
26892,dana laitinen star,9284
26893,dana laitinen,9283
26894,dana,9282
26895,dan vallimont,9281
26896,dan simmler,9280
26897,dan simler bjj,9279
26898,dan simler,9278
26899,dan morgan laselva,9277
26900,dan morgan,9276
26901,dan mccarthy,9275
26902,dan covel,9274
26903,dan,9273
26904,damn explosive bjj,9272
26905,damn explosive,9271
26906,damn,9270
26907,damian hirtz,9269
26908,damian,9268
26909,damdin,9267
26910,dalua cartagena,9266
26911,dalua,9265
26912,dalpra passagem travando,9264
26913,dalpra passagem,9263
26914,dalpra estrangulamento usando,9262
26915,dalpra estrangulamento,9261
26916,dalpra backtake variation,9260
26917,dalpra backtake,9259
26918,dalpra atacando armlock,9258
26919,dalpra atacando,9257
26920,dalpra art jiu,9256
26921,dalpra art,9255
26922,dalpra 2015 berkut,9254
26923,dalpra 2015,9253
26924,dalpra,9252
26925,dallas texas,9251
26926,dallas open finals,9250
26927,dallas open,9249
26928,dallas nogi pro,9248
26929,dallas nogi,9247
26930,dallas louisiana palm,9246
26931,dallas louisiana,9245
26932,dallas 10 27,9244
26933,dallas 10,9243
26934,dallas,9242
26935,dakota coston f3,9241
26936,dakota coston,9240
26937,dakota,9239
26938,daisuke yuki nakai,9238
26939,daisuke yuki,9237
26940,daisuke armbar side,9236
26941,daisuke armbar,9235
26942,daisuke,9234
26943,daily tasks program,9233
26944,daily tasks,9232
26945,daily art jiu,9231
26946,daily art,9230
26947,daily anytime anywhere,9229
26948,daily anytime,9228
26949,daily,9227
26950,dad told son,9226
26951,dad told,9225
26952,dad son wants,9224
26953,dad son,9223
26954,dad question pushing,9222
26955,dad question,9221
26956,dad month,9220
26957,dad answer worried,9219
26958,dad answer,9218
26959,dad,9217
26960,da pegada de,9216
26961,da pegada,9215
26962,da passagem leg,9214
26963,da passagem,9213
26964,da octagon mma,9212
26965,da octagon,9211
26966,da imobilização,9210
26967,da guarda laço,9209
26968,da guarda lasso,9208
26969,da guarda lapela,9207
26970,da guarda fechada,9206
26971,da guarda,9205
26972,da firma bjj,9204
26973,da firma,9203
26974,da esgrima art,9202
26975,da esgrima,9201
26976,da dlr invertida,9200
26977,da dlr,9199
26978,da 50 50,9198
26979,da 50,9197
26980,da,9196
26981,cyclical drill,9195
26982,cyclical,9194
26983,cyborg roberto abreu,9193
26984,cyborg roberto,9192
26985,cyborg flow heavy,9191
26986,cyborg flow,9190
26987,cyborg bjj weekly,9189
26988,cyborg bjj,9188
26989,cyborg abreu worlds,9187
26990,cyborg abreu half,9186
26991,cyborg abreu,9185
26992,cyborg,9184
26993,cutts vs tba,9183
26994,cutts vs,9182
26995,cutts rolling,9181
26996,cutts agf nogi,9180
26997,cutts agf nationals,9179
26998,cutts agf dallas,9178
26999,cutts agf,9177
27000,cutts,9176
27001,cutting weight bjj,9175
27002,cutting weight,9174
27003,cutting armlock,9173
27004,cutting armbar sweep,9172
27005,cutting armbar kimura,9171
27006,cutting armbar,9170
27007,cutting,9169
27008,cutter shoulder lock,9168
27009,cutter shoulder,9167
27010,cutter setups,9166
27011,cutter mov,9165
27012,cutter escapes,9164
27013,cutter combos,9163
27014,cutter choke rob,9162
27015,cutter choke matt,9161
27016,cutter choke,9160
27017,cutter americana,9159
27018,cutter,9158
27019,cut weight ufc,9157
27020,cut weight first,9156
27021,cut weight bjj,9155
27022,cut weight,9154
27023,cut pass lucas,9153
27024,cut pass killing,9152
27025,cut pass drill,9151
27026,cut pass counter,9150
27027,cut pass back,9149
27028,cut pass andre,9148
27029,cut pass alec,9147
27030,cut pass,9146
27031,cut lucas lepri,9145
27032,cut lucas,9144
27033,cut guard pass,9143
27034,cut guard,9142
27035,cut gi ricardo,9141
27036,cut gi,9140
27037,cut free technique,9139
27038,cut free,9138
27039,cut choke side,9137
27040,cut choke,9136
27041,cut bjj guard,9135
27042,cut bjj,9134
27043,cut back,9133
27044,cut,9132
27045,cussed black belt,9131
27046,cussed black,9130
27047,cussed,9129
27048,cusi,9128
27049,curu guard steering,9127
27050,curu guard high,9126
27051,curu guard ben,9125
27052,curu guard,9124
27053,curu curu guard,9123
27054,curu curu,9122
27055,curu,9121
27056,curriculum teach,9120
27057,curriculum,9119
27058,curran,9118
27059,cure bjj training,9117
27060,cure bjj,9116
27061,cure bad day,9115
27062,cure bad,9114
27063,cure,9113
27064,cup japan art,9112
27065,cup japan,9111
27066,cup highlight,9110
27067,cup featherweight finals,9109
27068,cup featherweight,9108
27069,cup art jiu,9107
27070,cup art,9106
27071,cup 5th match,9105
27072,cup 5th,9104
27073,cup 4th match,9103
27074,cup 4th,9102
27075,cup 3rd match,9101
27076,cup 3rd,9100
27077,cup 2nd match,9099
27078,cup 2nd,9098
27079,cup 2014 2nd,9097
27080,cup 2014 1st,9096
27081,cup 2014,9095
27082,cup 1st match,9094
27083,cup 1st,9093
27084,cup,9092
27085,cummings grapplearts interview,9091
27086,cummings grapplearts,9090
27087,cummings,9089
27088,cults clip jiu,9088
27089,cults clip,9087
27090,cults,9086
27091,cult episode,9085
27092,cult,9084
27093,cuff trinidad,9083
27094,cuff fights johnny,9082
27095,cuff fights,9081
27096,cuff brandon quick,9080
27097,cuff brandon,9079
27098,cuff 06 dec,9078
27099,cuff 06,9077
27100,cuff,9076
27101,cubby peters,9075
27102,cubby,9074
27103,cruzada kaynan duarte,9073
27104,cruzada kaynan,9072
27105,cruzada,9071
27106,cruz pickerell bjj,9070
27107,cruz pickerell,9069
27108,cruz bjj weekly,9068
27109,cruz bjj,9067
27110,cruz,9066
27111,crushed bjj,9065
27112,crushed,9064
27113,crush side control,9063
27114,crush side,9062
27115,crush kesa kamta,9061
27116,crush kesa,9060
27117,crush butterfly guard,9059
27118,crush butterfly,9058
27119,crush,9057
27120,crunch sumi gaeshi,9056
27121,crunch sumi,9055
27122,crunch armbar,9054
27123,crunch,9053
27124,cruising socal,9052
27125,cruising,9051
27126,crucifixes back,9050
27127,crucifixes,9049
27128,crucifix thomas lisboa,9048
27129,crucifix thomas,9047
27130,crucifix submission bjj,9046
27131,crucifix submission,9045
27132,crucifix snap guard,9044
27133,crucifix snap,9043
27134,crucifix reverse omoplata,9042
27135,crucifix reverse,9041
27136,crucifix rear mount,9040
27137,crucifix rear,9039
27138,crucifix options versus,9038
27139,crucifix options,9037
27140,crucifix marcelo garcia,9036
27141,crucifix marcelo,9035
27142,crucifix kimura jared,9034
27143,crucifix kimura,9033
27144,crucifix half guard,9032
27145,crucifix half,9031
27146,crucifix escape,9030
27147,crucifix entry submission,9029
27148,crucifix entry,9028
27149,crucifix deep half,9027
27150,crucifix deep,9026
27151,crucifix counters,9025
27152,crucifix controlling attacking,9024
27153,crucifix controlling,9023
27154,crucifix bjj weekly,9022
27155,crucifix bjj,9021
27156,crucifix back triangle,9020
27157,crucifix back,9019
27158,crucifix arm lock,9018
27159,crucifix arm control,9017
27160,crucifix arm,9016
27161,crucifix,9015
27162,crouching bent opponent,9014
27163,crouching bent,9013
27164,crouching,9012
27165,crotch ripper,9011
27166,crotch,9010
27167,crossing street,9009
27168,crossing arm knee,9008
27169,crossing arm adam,9007
27170,crossing arm,9006
27171,crossing,9005
27172,crossfit team competing,9004
27173,crossfit team,9003
27174,crossfit combat sports,9002
27175,crossfit combat,9001
27176,crossfit bjj,9000
27177,crossfit,8999
27178,crossface xande ribeiro,8998
27179,crossface xande,8997
27180,crossface underhook,8996
27181,crossface grabs,8995
27182,crossface escape side,8994
27183,crossface escape,8993
27184,crossface counter side,8992
27185,crossface counter,8991
27186,crossface,8990
27187,crossed,8989
27188,cross training gym,8988
27189,cross training,8987
27190,cross step pass,8986
27191,cross step,8985
27192,cross side geriatric,8984
27193,cross side escape,8983
27194,cross side attacks,8982
27195,cross side,8981
27196,cross pass side,8980
27197,cross pass,8979
27198,cross loop frame,8978
27199,cross loop,8977
27200,cross grip sweep,8976
27201,cross grip advanced,8975
27202,cross grip,8974
27203,cross fit games,8973
27204,cross fit,8972
27205,cross face new,8971
27206,cross face block,8970
27207,cross face,8969
27208,cross collar variation,8968
27209,cross collar hip,8967
27210,cross collar grip,8966
27211,cross collar choke,8965
27212,cross collar,8964
27213,cross chokes even,8963
27214,cross chokes armbars,8962
27215,cross chokes,8961
27216,cross choke work,8960
27217,cross choke turtle,8959
27218,cross choke tips,8958
27219,cross choke omoplata,8957
27220,cross choke mount,8956
27221,cross choke loop,8955
27222,cross choke lapel,8954
27223,cross choke everytime,8953
27224,cross choke domination,8952
27225,cross choke combination,8951
27226,cross choke armbar,8950
27227,cross choke 10x,8949
27228,cross choke,8948
27229,cross belly bjj,8947
27230,cross belly,8946
27231,cross armbar professor,8945
27232,cross armbar,8944
27233,cross ankles rear,8943
27234,cross ankles,8942
27235,cross,8941
27236,crockpot thai chicken,8940
27237,crockpot thai,8939
27238,crockpot,8938
27239,critics,8937
27240,critically important guillotine,8936
27241,critically important,8935
27242,critically,8934
27243,critical techniques burton,8933
27244,critical techniques,8932
27245,critical movements grappling,8931
27246,critical movements,8930
27247,critical errors,8929
27248,critical concepts bjj,8928
27249,critical concepts,8927
27250,critical concept stops,8926
27251,critical concept stop,8925
27252,critical concept,8924
27253,critical,8923
27254,criss cross armbar,8922
27255,criss cross,8921
27256,criss,8920
27257,crippling nerves bjj,8919
27258,crippling nerves,8918
27259,crippling,8917
27260,cribs stephan kesting,8916
27261,cribs stephan,8915
27262,cribs,8914
27263,crest trail instagram,8913
27264,crest trail,8912
27265,crest time lapse,8911
27266,crest time,8910
27267,crest,8909
27268,credit,8908
27269,credeur,8907
27270,creator tarikoplata,8906
27271,creator half guard,8905
27272,creator half,8904
27273,creator estima lock,8903
27274,creator estima,8902
27275,creator,8901
27276,creativity,8900
27277,creating new techniques,8899
27278,creating new,8898
27279,creating,8897
27280,creates strength,8896
27281,creates crazy pressure,8895
27282,creates crazy,8894
27283,creates,8893
27284,create scrambles build,8892
27285,create scrambles,8891
27286,create motivation bjj,8890
27287,create motivation,8889
27288,create massive pressure,8888
27289,create massive,8887
27290,create lever win,8886
27291,create lever,8885
27292,create heavy top,8884
27293,create heavy,8883
27294,create,8882
27295,crazy weird foot,8881
27296,crazy weird,8880
27297,crazy travel stories,8879
27298,crazy travel,8878
27299,crazy tight clock,8877
27300,crazy tight,8876
27301,crazy real,8875
27302,crazy pressure mount,8874
27303,crazy pressure half,8873
27304,crazy pressure,8872
27305,crazy omoplata variation,8871
27306,crazy omoplata,8870
27307,crazy move,8869
27308,crazy lapel choke,8868
27309,crazy lapel,8867
27310,crazy inside heel,8866
27311,crazy inside,8865
27312,crazy grip strength,8864
27313,crazy grip,8863
27314,crazy girl eating,8862
27315,crazy girl,8861
27316,crazy foot lock,8860
27317,crazy foot,8859
27318,crazy fast armbar,8858
27319,crazy fast,8857
27320,crazy busy,8856
27321,crazy armbar half,8855
27322,crazy armbar,8854
27323,crazy ab exercises,8853
27324,crazy ab,8852
27325,crazy,8851
27326,crash course de,8850
27327,crash course,8849
27328,crash,8848
27329,crap grips,8847
27330,crap,8846
27331,cranks teammates bjj,8845
27332,cranks teammates,8844
27333,cranks bjj training,8843
27334,cranks bjj,8842
27335,cranks,8841
27336,crank mike palladino,8840
27337,crank mike,8839
27338,crank details,8838
27339,crank,8837
27340,craig lyman,8836
27341,craig jones used,8835
27342,craig jones bernardo,8834
27343,craig jones,8833
27344,craig,8832
27345,cradle series intro,8831
27346,cradle series,8830
27347,cradle sequence neil,8829
27348,cradle sequence,8828
27349,cradle position neil,8827
27350,cradle position,8826
27351,cradle pass vs,8825
27352,cradle pass mounted,8824
27353,cradle pass gi,8823
27354,cradle pass,8822
27355,cradle darce ezekiel,8821
27356,cradle darce,8820
27357,cradle cow catcher,8819
27358,cradle cow,8818
27359,cradle attack series,8817
27360,cradle attack,8816
27361,cradle,8815
27362,crackers,8814
27363,cracked patella butterfly,8813
27364,cracked patella,8812
27365,cracked,8811
27366,crack open strong,8810
27367,crack open,8809
27368,crack,8808
27369,crab rides rolling,8807
27370,crab rides,8806
27371,crab ride twister,8805
27372,crab ride leg,8804
27373,crab ride entry,8803
27374,crab ride back,8802
27375,crab ride,8801
27376,crab bjj,8800
27377,crab,8799
27378,cp live 10th,8798
27379,cp live,8797
27380,cp 12 bjj,8796
27381,cp 12,8795
27382,cp,8794
27383,coyote half guard,8793
27384,coyote half,8792
27385,coyote,8791
27386,cox,8790
27387,cowcatcher,8789
27388,cow catcher vs,8788
27389,cow catcher half,8787
27390,cow catcher guillotine,8786
27391,cow catcher counter,8785
27392,cow catcher,8784
27393,cow,8783
27394,covid19,8782
27395,covid 19 dr,8781
27396,covid 19,8780
27397,covid,8779
27398,covel,8778
27399,cousin fred silva,8777
27400,cousin fred,8776
27401,cousin,8775
27402,court owning beautiful,8774
27403,court owning,8773
27404,court,8772
27405,course sample video,8771
27406,course sample,8770
27407,course de la,8769
27408,course de,8768
27409,course basic,8767
27410,course,8766
27411,couple starting bjj,8765
27412,couple starting,8764
27413,couple,8763
27414,country mario delgado,8762
27415,country mario,8761
27416,country,8760
27417,counters vs standing,8759
27418,counters vs,8758
27419,counters takedown entries,8757
27420,counters takedown,8756
27421,counters stop hitchiker,8755
27422,counters stop,8754
27423,counters spider guard,8753
27424,counters spider,8752
27425,counters rolles gracie,8751
27426,counters rolles,8750
27427,counters pass options,8749
27428,counters pass,8748
27429,counters opponent standing,8747
27430,counters opponent,8746
27431,counters defenses hip,8745
27432,counters defenses,8744
27433,counters cross collar,8743
27434,counters cross,8742
27435,counters common half,8741
27436,counters common,8740
27437,counters bjj weekly,8739
27438,counters bjj,8738
27439,counters arm bar,8737
27440,counters arm,8736
27441,counters adjustments,8735
27442,counters,8734
27443,countering white belt,8733
27444,countering white,8732
27445,countering stacked armbar,8731
27446,countering stacked,8730
27447,countering spider lapel,8729
27448,countering spider,8728
27449,countering single leg,8727
27450,countering single,8726
27451,countering kimura half,8725
27452,countering kimura back,8724
27453,countering kimura,8723
27454,countering granby inversions,8722
27455,countering granby,8721
27456,countering elbow push,8720
27457,countering elbow,8719
27458,countering double leg,8718
27459,countering double,8717
27460,countering common armbar,8716
27461,countering common,8715
27462,countering butterfly sweep,8714
27463,countering butterfly,8713
27464,countering,8712
27465,counter wrestling,8711
27466,counter vs waiter,8710
27467,counter vs,8709
27468,counter using sit,8708
27469,counter using,8707
27470,counter twister,8706
27471,counter toreando bullfighter,8705
27472,counter toreando,8704
27473,counter tight top,8703
27474,counter tight,8702
27475,counter throw,8701
27476,counter techniques,8700
27477,counter sweep half,8699
27478,counter sweep,8698
27479,counter strong top,8697
27480,counter strong,8696
27481,counter single leg,8695
27482,counter single,8694
27483,counter side control,8693
27484,counter side,8692
27485,counter series,8691
27486,counter scissor sweep,8690
27487,counter scissor,8689
27488,counter rigan trap,8688
27489,counter rigan,8687
27490,counter reberimbolo back,8686
27491,counter reberimbolo,8685
27492,counter pass,8684
27493,counter overhook,8683
27494,counter leg drag,8682
27495,counter leg,8681
27496,counter kimura rolles,8680
27497,counter kimura,8679
27498,counter head push,8678
27499,counter head,8677
27500,counter half guard,8676
27501,counter half,8675
27502,counter guillotine choke,8674
27503,counter guillotine,8673
27504,counter guard pass,8672
27505,counter guard break,8671
27506,counter guard,8670
27507,counter frustrating half,8669
27508,counter frustrating,8668
27509,counter forearm throat,8667
27510,counter forearm,8666
27511,counter escape four,8665
27512,counter escape,8664
27513,counter drills,8663
27514,counter double unders,8662
27515,counter double,8661
27516,counter dogfight half,8660
27517,counter dogfight,8659
27518,counter diego gamonal,8658
27519,counter diego,8657
27520,counter darce choke,8656
27521,counter darce,8655
27522,counter crossface,8654
27523,counter cross choke,8653
27524,counter cross,8652
27525,counter counter bjj,8651
27526,counter counter,8650
27527,counter control,8649
27528,counter common escape,8648
27529,counter common defense,8647
27530,counter common arm,8646
27531,counter common,8645
27532,counter butterfly guard,8644
27533,counter butterfly,8643
27534,counter bull fighter,8642
27535,counter bull,8641
27536,counter brabo arce,8640
27537,counter brabo,8639
27538,counter bjj weekly,8638
27539,counter bjj sprawl,8637
27540,counter bjj power,8636
27541,counter bjj,8635
27542,counter ben eaton,8634
27543,counter ben,8633
27544,counter basic double,8632
27545,counter basic,8631
27546,counter backstep guard,8630
27547,counter backstep,8629
27548,counter back sweep,8628
27549,counter back,8627
27550,counter attacking leg,8626
27551,counter attacking ashi,8625
27552,counter attacking,8624
27553,counter attack wrestling,8623
27554,counter attack defense,8622
27555,counter attack deep,8621
27556,counter attack,8620
27557,counter armdrag standing,8619
27558,counter armdrag,8618
27559,counter arm drag,8617
27560,counter arm,8616
27561,counter 2018 wrestling,8615
27562,counter 2018,8614
27563,counter,8613
27564,could teach someone,8612
27565,could teach,8611
27566,could,8610
27567,coston f3 battle,8609
27568,coston f3,8608
27569,coston,8607
27570,costas quatro apoia,8606
27571,costas quatro,8605
27572,costas quando adversário,8604
27573,costas quando,8603
27574,costas kaynan duarte,8602
27575,costas kaynan,8601
27576,costas artofjiujitsu com,8600
27577,costas artofjiujitsu,8599
27578,costas andre galvao,8598
27579,costas andre,8597
27580,costas,8596
27581,costa rica bjj,8595
27582,costa rica,8594
27583,costa,8593
27584,cost matt serra,8592
27585,cost matt,8591
27586,cost,8590
27587,cosgrove evil,8589
27588,cosgrove,8588
27589,cortez coleman vs,8587
27590,cortez coleman,8586
27591,cortez,8585
27592,correct mistakes bjj,8584
27593,correct mistakes,8583
27594,correct,8582
27595,correa teaches old,8581
27596,correa teaches,8580
27597,correa interview,8579
27598,correa,8578
27599,corporal parte,8577
27600,corporal,8576
27601,coronavirus lockdown,8575
27602,coronavirus john danaher,8574
27603,coronavirus john,8573
27604,coronavirus,8572
27605,cornelius bjj training,8571
27606,cornelius bjj outtakes,8570
27607,cornelius bjj,8569
27608,cornelius advanced spinning,8568
27609,cornelius advanced,8567
27610,cornelius,8566
27611,cornelis robin gracie,8565
27612,cornelis robin,8564
27613,cornelis,8563
